Date,Time,Player,Nation,Days,Lap 1,Lap 2,Lap 3,Coins,Shrooms,Character,Kart,Tires,Glider,Track
2017-06-23,"1'51""317",beat,,3,38.105,36.712,36.500,9-1-0,1-1-1,Dry Bowser,Sports Coupe,Leaf Tires,Super Glider,Bone Dry Dunes
2017-06-26,"1'51""175",Kamek,,1,38.111,36.613,36.451,9-1-0,1-1-1,Dry Bowser,Sports Coupe,Leaf Tires,Gold Glider,Bone Dry Dunes
2017-06-27,"1'51""125",Kamek,,<1,38.006,36.572,36.547,9-1-0,1-1-1,Dry Bowser,Sports Coupe,Leaf Tires,Gold Glider,Bone Dry Dunes
2017-06-27,"1'51""014",Kamek,,1,37.951,36.551,36.512,9-1-0,1-1-1,Dry Bowser,Sports Coupe,Leaf Tires,Gold Glider,Bone Dry Dunes
2017-06-28,"1'51""006",Kamek,,3,38.043,36.526,36.437,9-1-0,1-1-1,Dry Bowser,Sports Coupe,Leaf Tires,Gold Glider,Bone Dry Dunes
2017-07-01,"1'50""995",Kamek,,112,38.004,36.506,36.485,9-1-0,1-1-1,Dry Bowser,Sports Coupe,Leaf Tires,Gold Glider,Bone Dry Dunes
2017-10-21,"1'50""983",vxlocity,,<1,37.955,36.613,36.415,9-1-0,1-1-1,Dry Bowser,Sports Coupe,Leaf Tires,Gold Glider,Bone Dry Dunes
2017-10-21,"1'50""888",Kamek,,38,37.894,36.454,36.540,9-1-0,1-1-1,Dry Bowser,Sports Coupe,Leaf Tires,Gold Glider,Bone Dry Dunes
2017-11-28,"1'50""865",Lyte,,1,37.938,36.603,36.324,9-1-0,1-1-1,Dry Bowser,Wild Wiggler,Roller,Paper Glider,Bone Dry Dunes
2017-11-29,"1'50""861",Lemon,,1,37.936,36.566,36.359,9-1-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2017-11-30,"1'50""810",Lemon,,12,37.991,36.368,36.451,9-1-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2017-12-12,"1'50""803",Lyte,,7,37.930,36.536,36.337,9-1-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2017-12-19,"1'50""791",Lemon,,32,38.105,36.379,36.307,9-1-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2018-01-20,"1'50""717",Lyte,,<1,37.877,36.450,36.390,9-1-0,1-1-1,Dry Bowser,Wild Wiggler,Roller,Paper Glider,Bone Dry Dunes
2018-01-20,"1'50""650",Lemon,,1,37.976,36.370,36.304,9-1-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2018-01-21,"1'50""641",Lyte,,2,37.874,36.433,36.334,9-1-0,1-1-1,Dry Bowser,Wild Wiggler,Roller,Paper Glider,Bone Dry Dunes
2018-01-23,"1'50""596",Lemon,,1,37.977,36.334,36.285,9-1-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2018-01-24,"1'50""578",Lyte,,<1,37.957,36.318,36.303,9-1-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2018-01-24,"1'50""449",Lemon,,83,37.927,36.299,36.223,9-1-0,1-1-1,Heavy Mii,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2018-04-17,"1'50""282",Peze,,1,37.983,36.186,36.113,9-1-0,1-1-1,Heavy Mii,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2018-04-18,"1'50""146",vxlocity,,1,37.812,36.154,36.180,9-1-0,1-1-1,Heavy Mii Varia,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2018-04-19,"1'50""088",Lemon,,<1,37.787,36.136,36.165,9-1-0,1-1-1,Heavy Mii,Wild Wiggler,Roller,Paper Glider,Bone Dry Dunes
2018-04-19,"1'50""065",Peze,,<1,37.721,36.405,35.939,9-1-0,1-1-1,Heavy Mii Crossing,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2018-04-19,"1'50""057",Peze,,<1,37.758,36.102,36.197,9-1-0,1-1-1,Heavy Mii Crossing,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2018-04-19,"1'49""990",Peze,,2,37.599,36.233,36.158,9-1-0,1-1-1,Heavy Mii Crossing,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2018-04-21,"1'49""923",Lemon,,7,37.616,36.031,36.276,9-1-0,1-1-1,Heavy Mii,Wild Wiggler,Roller,Paper Glider,Bone Dry Dunes
2018-04-28,"1'49""826",vxlocity,,<1,37.640,36.238,35.948,9-1-0,1-1-1,Heavy Mii Rosalina,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2018-04-28,"1'49""616",vxlocity,,400,37.677,35.983,35.956,9-1-0,1-1-1,Heavy Mii Varia,Wild Wiggler,Azure Roller,Paper Glider,Bone Dry Dunes
2019-06-02,"1'49""549",vxlocity,,<1,37.560,35.903,36.086,9-1-0,1-1-1,Waluigi,Wild Wiggler,Roller,Paper Glider,Bone Dry Dunes
2019-06-02,"1'49""532",vxlocity,,1,37.559,36.108,35.865,9-1-0,1-1-1,Waluigi,Wild Wiggler,Roller,Paper Glider,Bone Dry Dunes
2019-06-03,"1'49""354",vxlocity,,155,37.542,35.912,35.900,9-1-0,1-1-1,Waluigi,Wild Wiggler,Roller,Paper Glider,Bone Dry Dunes
2019-11-05,"1'49""264",Alberto,,1,37.738,35.814,35.712,9-1-0,1-1-1,Baby Peach,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2019-11-06,"1'49""195",Alberto,,<1,37.712,35.839,35.644,9-1-0,1-1-1,Baby Peach,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2019-11-06,"1'49""161",Alberto,,10,37.672,35.729,35.760,9-1-0,1-1-1,Baby Peach,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2019-11-16,"1'49""158",Army,,1,37.842,35.669,35.647,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2019-11-17,"1'49""047",Army,,<1,37.713,35.853,35.481,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2019-11-17,"1'48""918",Army,,1,37.755,35.781,35.382,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2019-11-18,"1'48""903",Alberto,,43,37.564,35.748,35.591,9-1-0,1-1-1,Baby Peach,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2019-12-31,"1'48""584",Army,,2,37.402,35.718,35.464,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2020-01-02,"1'48""551",Army,,<1,37.426,35.671,35.454,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2020-01-02,"1'48""287",Army,,369,37.316,35.467,35.504,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2021-01-05,"1'48""266",Panda,,1,37.211,35.568,35.487,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2021-01-06,"1'48""183",Panda,,<1,37.147,35.584,35.452,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2021-01-06,"1'48""131",Panda,,1,37.119,35.586,35.426,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2021-01-07,"1'48""014",Panda,,9,37.121,35.455,35.438,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2021-01-16,"1'47""993",Army,,1,37.299,35.427,35.267,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Cloud Glider,Bone Dry Dunes
2021-01-17,"1'47""830",Army,,<1,37.251,35.364,35.215,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2021-01-17,"1'47""670",Army,,160,37.071,35.358,35.241,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2021-06-26,"1'47""497",Army,,1,36.927,35.404,35.166,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Cloud Glider,Bone Dry Dunes
2021-06-27,"1'47""396",Army,,<1,36.931,35.331,35.134,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Cloud Glider,Bone Dry Dunes
2021-06-27,"1'47""285",Army,,1,36.898,35.167,35.220,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Cloud Glider,Bone Dry Dunes
2021-06-28,"1'47""166",Army,,8,36.922,35.477,34.767,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Cloud Glider,Bone Dry Dunes
2021-07-06,"1'47""063",Army,,<1,37.071,34.875,35.117,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Cloud Glider,Bone Dry Dunes
2021-07-06,"1'46""912",Army,,631,36.917,34.867,35.128,9-1-0,1-1-1,Baby Daisy,Biddybuggy,Azure Roller,Cloud Glider,Bone Dry Dunes
2023-03-29,"1'46""849",Army,,282,36.779,35.055,35.015,9-1-0,1-1-1,Peach,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2024-01-05,"1'46""793",Panda,,<1,36.672,35.035,35.086,9-1-0,1-1-1,Yellow Yoshi,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2024-01-05,"1'46""726",Panda,,<1,36.572,34.999,35.155,9-1-0,1-1-1,Yellow Yoshi,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2024-01-05,"1'46""434",Panda,,1,36.669,34.879,34.886,9-1-0,1-1-1,Yellow Yoshi,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2024-01-06,"1'46""413",Army,,323,36.639,34.619,35.155,9-1-0,1-1-1,Pink Yoshi,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2024-11-24,"1'46""382",Army,,152,36.645,34.892,34.845,9-1-0,1-1-1,Pink Yoshi,Biddybuggy,Azure Roller,Paper Glider,Bone Dry Dunes
2017-04-28,"1'55""960",どqw,,<1,-,-,-,-,-,-,-,-,-,Mute City
2017-04-28,"1'55""823",どqw,,1,39.908,37.858,38.057,10-0-0,1-1-1,Wario,Blue Falcon,Slim,Peach Parasol,Mute City
2017-04-29,"1'55""679",John,,<1,39.884,37.912,37.883,10-0-0,1-1-1,Wario,Mach 8,Slim,Plane Glider,Mute City
2017-04-29,"1'55""287",さーもん,,1,-,-,-,-,-,-,-,-,-,Mute City
2017-04-30,"1'55""172",さーもん,,<1,-,-,-,-,-,-,-,-,-,Mute City
2017-04-30,"1'55""167",ちゃあああ,,2,39.600,37.788,37.779,10-0-0,1-1-1,Morton,Mach 8,Slim,Plane Glider,Mute City
2017-05-02,"1'54""989",ちゃあああ,,<1,39.614,37.691,37.684,10-0-0,1-1-1,Dry Bowser,Mach 8,Slim,Cloud Glider,Mute City
2017-05-02,"1'54""841",K4I,,1,39.538,37.637,37.666,10-0-0,1-1-1,Bowser,Mach 8,Slim,Cloud Glider,Mute City
2017-05-03,"1'54""709",さーもん,,<1,39.534,37.565,37.610,10-0-0,1-1-1,Wario,Mach 8,Slim,Cloud Glider,Mute City
2017-05-03,"1'54""592",starxlx,,1,39.444,37.586,37.562,10-0-0,1-1-1,Wario,Mach 8,Crimson Slim,MKTV Parafoil,Mute City
2017-05-04,"1'54""329",starxlx,,<1,39.311,37.678,37.340,10-0-0,1-1-1,Wario,Mach 8,Crimson Slim,Cloud Glider,Mute City
2017-05-04,"1'54""091",starxlx,,30,39.224,37.483,37.384,10-0-0,1-1-1,Wario,Mach 8,Crimson Slim,Cloud Glider,Mute City
2017-06-03,"1'54""037",Danny,,2,39.175,37.412,37.450,10-0-0,1-1-1,Wario,Mach 8,Crimson Slim,Cloud Glider,Mute City
2017-06-05,"1'53""967",Danny,,<1,39.124,37.373,37.470,10-0-0,1-1-1,Wario,Mach 8,Crimson Slim,Cloud Glider,Mute City
2017-06-05,"1'53""960",Danny,,1,39.119,37.484,37.357,10-0-0,1-1-1,Wario,Mach 8,Crimson Slim,Cloud Glider,Mute City
2017-06-06,"1'53""942",Xander,,<1,39.133,37.400,37.409,10-0-0,1-1-1,Wario,Mach 8,Slim,Paper Glider,Mute City
2017-06-06,"1'53""768",Danny,,4,39.043,37.353,37.372,10-0-0,1-1-1,Wario,Mach 8,Slim,Paper Glider,Mute City
2017-06-10,"1'53""760",beat,,<1,39.114,37.303,37.343,10-0-0,1-1-1,Wario,Mach 8,Slim,Paper Glider,Mute City
2017-06-10,"1'53""675",Danny,,30,39.037,37.260,37.378,10-0-0,1-1-1,Wario,Mach 8,Slim,Cloud Glider,Mute City
2017-07-10,"1'53""674",Suuya,,2,39.067,37.269,37.338,10-0-0,1-1-1,Wario,Mach 8,Slim,Cloud Glider,Mute City
2017-07-12,"1'53""286",Leus,,<1,-,-,-,10-0-0,1-1-1,Dry Bowser,Mach 8,Leaf Tires,-,Mute City
2017-07-12,"1'53""219",Davi,,<1,39.029,37.135,37.055,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2017-07-12,"1'53""180",HIBANA,,<1,39.035,37.046,37.099,10-0-0,1-1-1,Dry Bowser,Mach 8,Leaf Tires,Cloud Glider,Mute City
2017-07-12,"1'53""146",Carson,,<1,39.052,37.050,37.044,10-0-0,1-1-1,Dry Bowser,Mach 8,Leaf Tires,Cloud Glider,Mute City
2017-07-12,"1'53""089",Carson,,4,38.943,37.119,37.027,10-0-0,1-1-1,Dry Bowser,Mach 8,Leaf Tires,Cloud Glider,Mute City
2017-07-16,"1'53""086",Suuya,,3,38.982,36.977,37.127,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2017-07-19,"1'53""083",Carson,,10,38.967,37.024,37.092,10-0-0,1-1-1,Dry Bowser,Mach 8,Leaf Tires,Cloud Glider,Mute City
2017-07-29,"1'53""033",Leus,,13,38.962,37.041,37.030,10-0-0,1-1-1,Dry Bowser,Mach 8,Leaf Tires,Paper Glider,Mute City
2017-08-11,"1'53""000",vxlocity,,1,38.957,37.022,37.021,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2017-08-12,"1'52""885",vxlocity,,1,38.939,36.994,36.952,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2017-08-13,"1'52""873",vxlocity,,<1,38.944,36.906,37.023,10-0-0,1-1-1,Heavy Mii Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2017-08-13,"1'52""847",vxlocity,,1,38.891,36.930,37.026,10-0-0,1-1-1,Heavy Mii Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2017-08-14,"1'52""743",vxlocity,,43,38.869,36.978,36.896,10-0-0,1-1-1,Heavy Mii Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2017-09-26,"1'52""694",vxlocity,,<1,38.838,36.886,36.970,10-0-0,1-1-1,Heavy Mii,Mach 8,Leaf Tires,Cloud Glider,Mute City
2017-09-26,"1'52""674",vxlocity,,64,38.911,36.874,36.889,10-0-0,1-1-1,Heavy Mii,Mach 8,Leaf Tires,Cloud Glider,Mute City
2017-11-29,"1'52""671",vxlocity,,34,38.831,36.978,36.862,10-0-0,1-1-1,Heavy Mii Sonic,Mach 8,Leaf Tires,Paper Glider,Mute City
2018-01-02,"1'52""661",Rio,,8,38.719,37.009,36.933,10-0-0,1-1-1,Dry Bowser,Mach 8,Leaf Tires,Paper Glider,Mute City
2018-01-10,"1'52""632",Rio,,<1,38.724,36.919,36.989,10-0-0,1-1-1,Dry Bowser,Mach 8,Leaf Tires,Paper Glider,Mute City
2018-01-10,"1'52""557",Rio,,44,38.799,36.897,36.861,10-0-0,1-1-1,Dry Bowser,Mach 8,Leaf Tires,Paper Glider,Mute City
2018-02-23,"1'52""552",Rio,,<1,38.739,36.897,36.916,10-0-0,1-1-1,Dry Bowser,Mach 8,Leaf Tires,Paper Glider,Mute City
2018-02-23,"1'52""466",Rio,,39,38.762,36.875,36.829,10-0-0,1-1-1,Dry Bowser,Mach 8,Leaf Tires,Paper Glider,Mute City
2018-04-03,"1'52""462",Rio,,2,38.704,36.859,36.899,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2018-04-05,"1'52""437",Rio,,5,38.747,36.865,36.825,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2018-04-10,"1'52""407",Rio,,12,38.746,36.849,36.812,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2018-04-22,"1'52""376",おまえモナー,,5,38.725,36.802,36.849,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2018-04-27,"1'52""334",Rio,,12,38.660,36.916,36.758,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2018-05-09,"1'52""328",Mon,,72,38.713,36.775,36.840,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2018-07-20,"1'52""286",おまえモナー,,72,38.675,36.844,36.767,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Flower Glider,Mute City
2018-09-30,"1'52""271",Rio,,2,38.646,36.811,36.814,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2018-10-02,"1'52""247",おまえモナー,,180,38.682,36.777,36.788,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Parachute,Mute City
2019-03-31,"1'52""228",Rio,,8,38.624,36.811,36.793,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2019-04-08,"1'52""217",Rio,,84,38.648,36.757,36.812,10-0-0,1-1-1,Wario,Mach 8,Leaf Tires,Paper Glider,Mute City
2019-07-01,"1'52""120",StervtL,,1,38.719,36.693,36.708,10-0-0,1-1-1,Roy,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2019-07-02,"1'51""918",StervtL,,82,38.499,36.733,36.686,10-0-0,1-1-1,Roy,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2019-09-22,"1'51""832",StervtL,,3,38.489,36.623,36.720,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2019-09-25,"1'51""782",StervtL,,1,38.465,36.702,36.615,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2019-09-26,"1'51""738",StervtL,,2,38.452,36.650,36.636,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2019-09-28,"1'51""674",StervtL,,1,38.403,36.675,36.596,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2019-09-29,"1'51""606",¥146,,10,38.433,36.571,36.602,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2019-10-09,"1'51""559",StervtL,,3,38.435,36.578,36.546,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2019-10-12,"1'51""511",StervtL,,246,38.396,36.585,36.530,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2020-06-14,"1'51""500",StervtL,,3,38.394,36.538,36.568,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2020-06-17,"1'51""441",StervtL,,1,38.365,36.548,36.528,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2020-06-18,"1'51""429",StervtL,,<1,38.330,36.568,36.531,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2020-06-18,"1'51""417",StervtL,,<1,38.340,36.542,36.535,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2020-06-18,"1'51""369",StervtL,,<1,38.341,36.474,36.554,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2020-06-18,"1'51""363",StervtL,,<1,38.332,36.517,36.514,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2020-06-18,"1'51""349",StervtL,,1,38.321,36.517,36.511,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2020-06-19,"1'51""347",StervtL,,<1,38.290,36.530,36.527,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2020-06-19,"1'51""301",StervtL,,2,38.284,36.521,36.496,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2020-06-21,"1'51""278",StervtL,,994,38.320,36.442,36.516,10-0-0,1-1-1,Waluigi,Mr. Scooty,Leaf Tires,Paper Glider,Mute City
2023-03-12,"1'51""244",はるいろ,,<1,38.319,36.455,36.470,10-0-0,1-1-1,Luigi,Inkstriker,Leaf Tires,Paper Glider,Mute City
2023-03-12,"1'51""204",のり,,<1,38.307,36.408,36.489,10-0-0,1-1-1,Luigi,Inkstriker,Leaf Tires,Paper Glider,Mute City
2023-03-12,"1'51""112",のり,,63,38.248,36.406,36.458,10-0-0,1-1-1,Luigi,Inkstriker,Leaf Tires,Paper Glider,Mute City
2023-05-14,"1'51""096",¥146,,1,38.247,36.361,36.488,10-0-0,1-1-1,Luigi,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-05-15,"1'51""039",¥146,,3,38.234,36.417,36.388,10-0-0,1-1-1,Luigi,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-05-18,"1'51""035",のり,,1,38.206,36.355,36.474,10-0-0,1-1-1,Luigi,Inkstriker,Leaf Tires,Paper Glider,Mute City
2023-05-19,"1'51""027",のり,,<1,38.222,36.348,36.457,10-0-0,1-1-1,Luigi,Inkstriker,Leaf Tires,Paper Glider,Mute City
2023-05-19,"1'50""984",¥146,,2,38.217,36.361,36.406,10-0-0,1-1-1,Luigi,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-05-21,"1'50""975",¥146,,12,38.209,36.357,36.409,10-0-0,1-1-1,Luigi,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-06-02,"1'50""968",のり,,184,38.223,36.346,36.399,10-0-0,1-1-1,Luigi,Inkstriker,Leaf Tires,Paper Glider,Mute City
2023-12-03,"1'50""955",¥146,,4,38.196,36.345,36.414,10-0-0,1-1-1,Luigi,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-12-07,"1'50""945",¥146,,<1,38.192,36.400,36.353,10-0-0,1-1-1,Luigi,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-12-07,"1'50""925",¥146,,2,38.212,36.348,36.365,10-0-0,1-1-1,Luigi,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-12-09,"1'50""905",¥146,,1,38.179,36.357,36.369,10-0-0,1-1-1,Luigi,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-12-10,"1'50""877",StervtL,,2,38.189,36.354,36.334,10-0-0,1-1-1,Kamek,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-12-12,"1'50""857",StervtL,,1,38.159,36.323,36.375,10-0-0,1-1-1,Kamek,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-12-13,"1'50""849",StervtL,,1,38.188,36.341,36.320,10-0-0,1-1-1,Kamek,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-12-14,"1'50""843",StervtL,,<1,38.191,36.321,36.331,10-0-0,1-1-1,Kamek,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-12-14,"1'50""839",StervtL,,<1,38.176,36.347,36.316,10-0-0,1-1-1,Kamek,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-12-14,"1'50""828",StervtL,,<1,38.177,36.290,36.361,10-0-0,1-1-1,Kamek,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-12-14,"1'50""814",StervtL,,4,38.196,36.308,36.310,10-0-0,1-1-1,Kamek,Mach 8,Leaf Tires,Paper Glider,Mute City
2023-12-18,"1'50""788",StervtL,,494,38.137,36.356,36.295,10-0-0,1-1-1,Kamek,Mach 8,Leaf Tires,Paper Glider,Mute City
2017-04-28,"1'26""900",Mattew,,<1,32.516,21.417,32.967,-,-,-,-,-,-,Big Blue
2017-04-28,"1'26""833",Mattew,,<1,32.633,21.400,32.800,-,2-0-1,Morton,Blue Falcon,Slim,Super Glider,Big Blue
2017-04-28,"1'26""716",Mattew,,<1,-,-,-,-,2-0-1,Morton,Blue Falcon,Slim,Super Glider,Big Blue
2017-04-28,"1'26""700",Mattew,,1,-,-,-,-,2-0-1,Morton,Blue Falcon,Slim,Super Glider,Big Blue
2017-04-29,"1'26""616",エセしんぷ,,<1,32.383,21.300,32.933,10-0-0,2-0-1,Morton,Blue Falcon,Slim,Super Glider,Big Blue
2017-04-29,"1'26""533",Mattew,,<1,32.383,21.283,32.867,6-4-0,2-0-1,Morton,Blue Falcon,Slim,Super Glider,Big Blue
2017-04-29,"1'26""000",Only,,<1,-,-,-,-,-,-,-,-,-,Big Blue
2017-04-29,"1'25""933",Only,,1,-,-,-,-,-,-,-,-,-,Big Blue
2017-04-30,"1'25""833",Hayashi,,1,32.166,21.167,32.500,10-0-0,2-0-1,Morton,Blue Falcon,Slim,Paper Glider,Big Blue
2017-05-01,"1'25""783",エセしんぷ,,<1,-,-,-,-,-,-,-,-,-,Big Blue
2017-05-01,"1'25""683",Hayashi,,2,32.100,21.116,32.467,-,2-0-1,Morton,Blue Falcon,Slim,Paper Glider,Big Blue
2017-05-03,"1'25""583",Only,,1,32.150,20.950,32.483,10-0-0,2-0-1,Dry Bowser,Splat Buggy,Slim,Paper Glider,Big Blue
2017-05-03,"1'25""583",エセしんぷ,,1,32.100,21.083,32.400,10-0-0,2-0-1,Dry Bowser,Blue Falcon,Slim,Paper Glider,Big Blue
2017-05-04,"1'25""516",エセしんぷ,,<1,-,-,-,-,-,-,-,-,-,Big Blue
2017-05-04,"1'25""466",エセしんぷ,,<1,-,-,-,-,-,-,-,-,-,Big Blue
2017-05-04,"1'25""383",エセしんぷ,,<1,-,-,-,-,-,-,-,-,-,Big Blue
2017-05-04,"1'25""266",エセしんぷ,,<1,-,-,-,-,-,-,-,-,-,Big Blue
2017-05-04,"1'24""966",Hayashi,,1,31.833,20.917,32.216,10-0-0,2-0-1,Wario,Mach 8,Button,Paper Glider,Big Blue
2017-05-05,"1'24""883",Only,,1,-,-,-,-,-,-,-,-,-,Big Blue
2017-05-06,"1'24""833",Hayashi,,3,31.850,20.833,32.150,10-0-0,2-0-1,Wario,Mach 8,Button,Paper Glider,Big Blue
2017-05-09,"1'24""650",Hayashi,,32,31.783,20.800,32.067,10-0-0,2-0-1,Wario,Mach 8,Button,Paper Glider,Big Blue
2017-06-09,"1'24""650",beat,,1,31.766,20.834,32.050,10-0-0,2-0-1,Wario,Mach 8,Button,Paper Glider,Big Blue
2017-06-10,"1'24""600",Hayashi,,1,31.833,20.833,31.934,10-0-0,2-0-1,Wario,Mach 8,Button,Paper Glider,Big Blue
2017-06-11,"1'24""566",Hayashi,,1,31.750,20.783,32.033,10-0-0,2-0-1,Wario,Mach 8,Button,Paper Glider,Big Blue
