Date,Time,Player,Nation,Days,Lap 1,Lap 2,Lap 3,Coins,Shrooms,Character,Kart,Tires,Glider,Track
2022-03-12,"1'45""475",koko,,108,35.297,34.725,35.453,10-0-0,2-1-0,Waluigi,Biddybuggy,Leaf Tires,Paper Glider,Mario Circuit
2022-06-28,"1'45""445",Alberto,,<1,35.290,34.741,35.414,10-0-0,2-1-0,Waluigi,Biddybuggy,Leaf Tires,Paper Glider,Mario Circuit
2022-06-28,"1'45""441",Alberto,,<1,35.260,34.766,35.415,10-0-0,2-1-0,Waluigi,Biddybuggy,Leaf Tires,Paper Glider,Mario Circuit
2022-06-28,"1'45""413",Alberto,,1,35.313,34.718,35.382,10-0-0,2-1-0,Roy,Biddybuggy,Leaf Tires,Paper Glider,Mario Circuit
2022-06-29,"1'45""409",Alberto,,<1,35.282,34.719,35.408,10-0-0,2-1-0,Roy,Biddybuggy,Leaf Tires,Paper Glider,Mario Circuit
2022-06-29,"1'45""400",Alberto,,1,35.268,34.727,35.405,10-0-0,2-1-0,Roy,Biddybuggy,Leaf Tires,Paper Glider,Mario Circuit
2022-06-30,"1'45""373",Alberto,,3,35.245,34.731,35.397,10-0-0,2-1-0,Roy,Biddybuggy,Leaf Tires,Paper Glider,Mario Circuit
2022-07-03,"1'45""358",Alberto,,1,35.254,34.709,35.395,10-0-0,2-1-0,Waluigi,Biddybuggy,Leaf Tires,Paper Glider,Mario Circuit
2022-07-04,"1'45""357",Alberto,,<1,35.253,34.702,35.402,10-0-0,2-1-0,Waluigi,Biddybuggy,Leaf Tires,Paper Glider,Mario Circuit
2022-07-04,"1'45""356",Alberto,,1,35.258,34.679,35.419,10-0-0,2-1-0,Waluigi,Biddybuggy,Leaf Tires,Paper Glider,Mario Circuit
2022-07-05,"1'45""331",しらぬい,,247,35.216,34.689,35.426,10-0-0,2-1-0,Waluigi,Biddybuggy,Leaf Tires,Paper Glider,Mario Circuit
2022-07-05,"1'45""331",Alberto,,247,35.251,34.715,35.365,10-0-0,2-1-0,Waluigi,Biddybuggy,Leaf Tires,Cloud Glider,Mario Circuit
2023-03-09,"1'45""199",しらぬい,,1,35.214,34.622,35.363,10-0-0,2-1-0,Roy,Biddybuggy,Leaf Tires,Cloud Glider,Mario Circuit
2023-03-10,"1'45""177",しらぬい,,<1,35.185,34.603,35.389,10-0-0,2-1-0,Birdo (Black),Mach 8,Button,Paper Glider,Mario Circuit
2023-03-10,"1'45""078",しらぬい,,<1,35.195,34.574,35.309,10-0-0,2-1-0,Iggy,Inkstriker,Leaf Tires,Cloud Glider,Mario Circuit
2023-03-10,"1'45""044",しらぬい,,<1,35.161,34.623,35.260,10-0-0,2-1-0,Iggy,Inkstriker,Leaf Tires,Cloud Glider,Mario Circuit
2023-03-10,"1'45""034",しらぬい,,278,35.190,34.566,35.278,10-0-0,2-1-0,Iggy,Inkstriker,Leaf Tires,Cloud Glider,Mario Circuit
2023-12-13,"1'44""900",しらぬい,,<1,35.071,34.613,35.216,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-13,"1'44""812",しらぬい,,1,35.054,34.539,35.219,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-14,"1'44""794",しらぬい,,1,35.085,34.488,35.221,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-15,"1'44""778",しらぬい,,1,35.045,34.606,35.127,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-16,"1'44""718",stove,,<1,35.016,34.583,35.119,10-0-0,2-1-0,Yoshi,Biddybuggy,Azure Roller,Cloud Glider,Mario Circuit
2023-12-16,"1'44""647",Panda,,<1,35.007,34.579,35.061,10-0-0,2-1-0,Yellow Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-16,"1'44""617",Alberto,,<1,34.964,34.642,35.011,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-16,"1'44""569",Alberto,,<1,35.031,34.521,35.017,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-16,"1'44""556",Alberto,,<1,35.038,34.549,34.969,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-16,"1'44""387",Alberto,,<1,35.113,34.301,34.973,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-16,"1'44""328",Alberto,,<1,34.987,34.244,35.097,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-16,"1'44""314",Alberto,,<1,34.976,34.159,35.179,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-16,"1'44""268",Alberto,,<1,35.026,34.207,35.035,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-16,"1'44""254",Alberto,,<1,34.996,34.159,35.099,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-16,"1'44""112",Vincent,,1,34.903,34.216,34.993,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-17,"1'44""047",Vincent,,<1,34.913,34.139,34.995,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-17,"1'44""026",Alberto,,<1,34.978,34.081,34.967,10-0-0,2-1-0,Light-blue Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2023-12-17,"1'43""924",Vincent,,24,34.825,34.155,34.944,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2024-01-10,"1'43""920",Alberto,,28,34.913,34.080,34.927,10-0-0,2-1-0,White Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2024-02-07,"1'43""830",Vincent,,67,34.852,34.073,34.905,10-0-0,2-1-0,Pink Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2024-04-14,"1'43""770",Vincent,,1,34.843,34.012,34.915,10-0-0,2-1-0,Pink Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2024-04-15,"1'43""723",Vincent,,375,34.812,34.028,34.883,10-0-0,2-1-0,Pink Yoshi,Biddybuggy,Azure Roller,Paper Glider,Mario Circuit
2017-04-28,"2'01""560",Mattew,,1,41.483,40.072,40.005,9-1-0,1-1-1,Morton,Blue Falcon,Azure Roller,Super Glider,Sunshine Airport
2017-04-29,"2'01""490",Mattew,,<1,41.480,40.063,39.947,10-0-0,1-1-1,Morton,Blue Falcon,Azure Roller,Super Glider,Sunshine Airport
2017-04-29,"2'01""470",Mattew,,<1,-,-,-,10-0-0,1-1-1,Morton,Blue Falcon,Azure Roller,Super Glider,Sunshine Airport
2017-04-29,"2'01""381",Mattew,,3,41.465,39.932,39.984,10-0-0,1-1-1,Morton,Blue Falcon,Azure Roller,Super Glider,Sunshine Airport
2017-05-02,"2'01""292",Mattew,,1,41.465,39.867,39.960,10-0-0,1-1-1,Wario,Blue Falcon,Azure Roller,Super Glider,Sunshine Airport
2017-05-03,"2'01""264",Danny,,1,41.407,39.926,39.931,10-0-0,1-1-1,Dry Bowser,Blue Falcon,Azure Roller,Plane Glider,Sunshine Airport
2017-05-04,"2'01""246",Mattew,,<1,41.485,39.851,39.910,10-0-0,1-1-1,Wario,Blue Falcon,Azure Roller,Plane Glider,Sunshine Airport
2017-05-04,"2'01""209",Mattew,,1,41.401,39.880,39.928,10-0-0,1-1-1,Wario,Blue Falcon,Azure Roller,Plane Glider,Sunshine Airport
2017-05-05,"2'01""162",Mattew,,<1,41.398,39.880,39.884,10-0-0,1-1-1,Wario,Blue Falcon,Azure Roller,Plane Glider,Sunshine Airport
2017-05-05,"2'01""103",Mattew,,1,41.418,39.922,39.763,10-0-0,1-1-1,Wario,Blue Falcon,Roller,Plane Glider,Sunshine Airport
2017-05-06,"2'01""093",Mattew,,<1,41.340,39.916,39.837,10-0-0,1-1-1,Wario,Blue Falcon,Roller,Plane Glider,Sunshine Airport
2017-05-06,"2'01""015",Mattew,,7,41.352,39.826,39.837,10-0-0,1-1-1,Wario,Blue Falcon,Azure Roller,Plane Glider,Sunshine Airport
2017-05-13,"2'00""928",Mattew,,15,41.398,39.743,39.787,10-0-0,1-1-1,Wario,Blue Falcon,Azure Roller,Plane Glider,Sunshine Airport
2017-05-28,"2'00""793",Cole,,26,41.386,39.704,39.703,10-0-0,1-1-1,Wario,Yoshi Bike,Azure Roller,Cloud Glider,Sunshine Airport
2017-06-23,"2'00""742",Mattew,,<1,41.319,39.725,39.698,10-0-0,1-1-1,Wario,Wild Wiggler,Roller,Plane Glider,Sunshine Airport
2017-06-23,"2'00""707",Mattew,,1,41.271,39.778,39.658,10-0-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2017-06-24,"2'00""682",Mattew,,<1,41.246,39.799,39.637,10-0-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2017-06-24,"2'00""660",Mattew,,1,41.265,39.738,39.657,10-0-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2017-06-25,"2'00""612",Lyte,,<1,41.400,39.558,39.654,10-0-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Wario Wing,Sunshine Airport
2017-06-25,"2'00""577",Mattew,,<1,41.310,39.602,39.665,10-0-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2017-06-25,"2'00""475",Mattew,,25,41.322,39.575,39.578,10-0-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2017-07-20,"2'00""461",Kamek,,<1,41.202,39.683,39.576,10-0-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2017-07-20,"2'00""422",Kamek,,59,41.205,39.570,39.647,10-0-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2017-09-17,"2'00""417",Demon,,<1,41.258,39.582,39.577,9-1-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2017-09-17,"2'00""361",Demon,,<1,41.182,39.582,39.597,9-1-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2017-09-17,"2'00""338",Demon,,1,41.218,39.593,39.527,9-1-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2017-09-18,"2'00""212",Demon,,2,41.111,39.536,39.565,10-0-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2017-09-20,"1'59""998",Demon,,31,41.065,39.449,39.484,10-0-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2017-10-21,"1'59""961",Swift,,70,41.114,39.455,39.392,10-0-0,1-1-1,Dry Bowser,Wild Wiggler,Roller,Plane Glider,Sunshine Airport
2017-12-30,"1'59""931",K4I,,7,41.121,39.387,39.423,10-0-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2018-01-06,"1'59""911",Demon,,8,41.075,39.484,39.352,10-0-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2018-01-14,"1'59""845",Swift,,46,41.004,39.400,39.441,10-0-0,1-1-1,Dry Bowser,Wild Wiggler,Roller,Plane Glider,Sunshine Airport
2018-03-01,"1'59""835",Demon,,1,41.035,39.430,39.370,10-0-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2018-03-02,"1'59""823",Demon,,<1,41.031,39.339,39.453,10-0-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2018-03-02,"1'59""759",Demon,,268,40.989,39.337,39.433,10-0-0,1-1-1,Dry Bowser,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2018-11-25,"1'59""731",おまえモナー,,2,41.051,39.324,39.356,10-0-0,1-1-1,Heavy Mii,Wild Wiggler,Roller,Plane Glider,Sunshine Airport
2018-11-27,"1'59""688",おまえモナー,,6,41.013,39.309,39.366,10-0-0,1-1-1,Wario,Wild Wiggler,Azure Roller,Plane Glider,Sunshine Airport
2018-12-03,"1'59""667",K4I,,4,41.082,39.319,39.266,10-0-0,1-1-1,Roy,Biddybuggy,Azure Roller,Cloud Glider,Sunshine Airport
2018-12-07,"1'59""662",おまえモナー,,<1,41.016,39.332,39.314,10-0-0,1-1-1,Dry Bowser,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2018-12-07,"1'59""639",おまえモナー,,<1,41.043,39.319,39.277,10-0-0,1-1-1,Roy,Biddybuggy,Roller,Paper Glider,Sunshine Airport
2018-12-07,"1'59""621",おまえモナー,,<1,40.938,39.360,39.323,10-0-0,1-1-1,Donkey Kong,Biddybuggy,Roller,Paper Glider,Sunshine Airport
2018-12-07,"1'59""581",おまえモナー,,<1,40.937,39.279,39.365,10-0-0,1-1-1,Donkey Kong,Biddybuggy,Roller,Paper Glider,Sunshine Airport
2018-12-07,"1'59""547",おまえモナー,,<1,40.943,39.282,39.322,10-0-0,1-1-1,Donkey Kong,Biddybuggy,Roller,Paper Glider,Sunshine Airport
2018-12-07,"1'59""468",おまえモナー,,3,40.993,39.224,39.251,10-0-0,1-1-1,Donkey Kong,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2018-12-10,"1'59""451",おまえモナー,,1,40.953,39.207,39.291,10-0-0,1-1-1,Roy,Biddybuggy,Roller,Paper Glider,Sunshine Airport
2018-12-11,"1'59""449",おまえモナー,,<1,40.895,39.324,39.230,10-0-0,1-1-1,Roy,Biddybuggy,Roller,Paper Glider,Sunshine Airport
2018-12-11,"1'59""393",おまえモナー,,<1,40.881,39.238,39.274,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2018-12-11,"1'59""379",おまえモナー,,<1,40.930,39.221,39.228,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2018-12-11,"1'59""284",おまえモナー,,256,40.892,39.178,39.214,10-0-0,1-1-1,Roy,Biddybuggy,Azure Roller,Cloud Glider,Sunshine Airport
2019-08-24,"1'59""248",Alberto,,1,40.876,39.216,39.156,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2019-08-25,"1'59""231",おまえモナー,,<1,40.867,39.171,39.193,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2019-08-25,"1'59""179",おまえモナー,,<1,40.850,39.174,39.155,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2019-08-25,"1'59""176",おまえモナー,,<1,40.886,39.161,39.129,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2019-08-25,"1'59""168",おまえモナー,,129,40.846,39.112,39.210,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-01-01,"1'59""167",Alberto,,1,40.856,39.166,39.145,10-0-0,1-1-1,Roy,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-01-02,"1'59""160",Alberto,,<1,40.896,39.069,39.195,10-0-0,1-1-1,Donkey Kong,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-01-02,"1'59""145",Alberto,,<1,40.849,39.214,39.082,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-01-02,"1'59""131",Alberto,,15,40.875,39.159,39.097,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-01-17,"1'59""078",エル,,115,40.869,39.076,39.133,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-05-11,"1'59""062",Alberto,,50,40.795,39.149,39.118,10-0-0,1-1-1,Roy,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-06-30,"1'59""061",K4I,,<1,40.851,39.091,39.119,10-0-0,1-1-1,Roy,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-06-30,"1'59""037",K4I,,14,40.873,38.986,39.178,10-0-0,1-1-1,Roy,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-07-14,"1'59""011",Alberto,,1,40.809,39.106,39.096,10-0-0,1-1-1,Roy,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-07-15,"1'58""990",Alberto,,1,40.798,39.082,39.110,10-0-0,1-1-1,Roy,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-07-16,"1'58""919",Alberto,,1,40.777,39.029,39.113,10-0-0,1-1-1,Roy,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-07-17,"1'58""906",K4I,,<1,40.831,38.987,39.088,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-07-17,"1'58""853",Alberto,,105,40.785,39.057,39.011,10-0-0,1-1-1,Roy,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-10-30,"1'58""852",K4I,,6,40.887,38.973,38.992,10-0-0,1-1-1,Waluigi,Biddybuggy,Roller,Paper Glider,Sunshine Airport
2020-11-05,"1'58""843",Alberto,,<1,40.824,39.064,38.955,9-1-0,1-1-1,Roy,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-11-05,"1'58""786",K4I,,<1,40.735,38.945,39.106,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-11-05,"1'58""773",Alberto,,1,40.696,39.040,39.037,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-11-06,"1'58""755",K4I,,1,40.670,39.025,39.060,9-1-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-11-07,"1'58""731",Alberto,,<1,40.743,38.955,39.033,9-1-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-11-07,"1'58""722",Alberto,,<1,40.769,38.965,38.988,9-1-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-11-07,"1'58""681",Alberto,,1,40.787,38.963,38.931,9-1-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-11-08,"1'58""652",Alberto,,<1,40.681,38.947,39.024,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-11-08,"1'58""648",Alberto,,<1,40.667,39.055,38.926,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-11-08,"1'58""632",Alberto,,<1,40.710,38.967,38.955,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-11-08,"1'58""610",Alberto,,17,40.716,38.941,38.953,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2020-11-25,"1'58""569",K4I,,158,40.759,38.911,38.899,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2021-05-02,"1'58""538",Alberto,,1,40.694,38.944,38.900,10-0-0,1-1-1,Roy,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2021-05-03,"1'58""472",Alberto,,8,40.663,38.935,38.874,10-0-0,1-1-1,Roy,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2021-05-11,"1'58""450",K4I,,1,40.681,38.851,38.918,9-1-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2021-05-12,"1'58""410",Alberto,,14,40.691,38.881,38.838,10-0-0,1-1-1,Roy,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2021-05-26,"1'58""363",K4I,,56,40.616,38.889,38.858,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2021-07-21,"1'58""350",Alberto,,2,40.614,38.863,38.873,10-0-0,1-1-1,Donkey Kong,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2021-07-23,"1'58""340",Alberto,,212,40.615,38.881,38.844,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2022-02-20,"1'58""296",Alberto,,4,40.597,38.875,38.824,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2022-02-24,"1'58""266",Alberto,,2,40.616,38.821,38.829,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2022-02-26,"1'58""265",Alberto,,<1,40.582,38.827,38.856,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2022-02-26,"1'58""194",Alberto,,182,40.573,38.812,38.809,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2022-08-27,"1'58""161",Alberto,,1,40.556,38.806,38.799,10-0-0,1-1-1,Waluigi,Biddybuggy,Roller,Paper Glider,Sunshine Airport
2022-08-28,"1'58""103",Alberto,,201,40.546,38.790,38.767,10-0-0,1-1-1,Waluigi,Biddybuggy,Azure Roller,Paper Glider,Sunshine Airport
2023-03-17,"1'57""954",Alberto,,30,40.477,38.842,38.635,9-1-0,1-1-1,Light-blue Yoshi,Teddy Buggy,Azure Roller,Paper Glider,Sunshine Airport
2023-04-16,"1'57""652",Alberto,,14,40.312,38.708,38.632,10-0-0,1-1-1,Yoshi,Teddy Buggy,Azure Roller,Paper Glider,Sunshine Airport
2023-04-30,"1'57""593",しらぬい,,<1,40.360,38.690,38.543,10-0-0,1-1-1,Blue Yoshi,Teddy Buggy,Azure Roller,Paper Glider,Sunshine Airport
2023-04-30,"1'57""463",しらぬい,,<1,40.190,38.647,38.626,9-1-0,1-1-1,White Yoshi,Teddy Buggy,Azure Roller,Paper Glider,Sunshine Airport
2023-04-30,"1'57""441",Alberto,,1,40.300,38.631,38.510,9-1-0,1-1-1,Light-blue Yoshi,Teddy Buggy,Azure Roller,Paper Glider,Sunshine Airport
2023-05-01,"1'57""399",Alberto,,157,40.172,38.607,38.620,10-0-0,1-1-1,Light-blue Yoshi,Teddy Buggy,Azure Roller,Paper Glider,Sunshine Airport
2023-10-05,"1'57""337",Alberto,,86,40.191,38.576,38.570,10-0-0,1-1-1,Light-blue Yoshi,Teddy Buggy,Azure Roller,Paper Glider,Sunshine Airport
2023-12-30,"1'57""221",Alberto,,120,40.252,38.510,38.459,10-0-0,1-1-1,White Yoshi,Teddy Buggy,Azure Roller,Paper Glider,Sunshine Airport
2024-04-28,"1'57""104",Vincent,,2,40.138,38.476,38.490,10-0-0,1-1-1,Pink Yoshi,Teddy Buggy,Azure Roller,Paper Glider,Sunshine Airport
2024-04-30,"1'57""010",Vincent,,4,40.069,38.419,38.522,10-0-0,1-1-1,Pink Yoshi,Teddy Buggy,Azure Roller,Paper Glider,Sunshine Airport
2024-05-04,"1'56""971",Vincent,,356,40.121,38.434,38.416,10-0-0,1-1-1,Pink Yoshi,Teddy Buggy,Azure Roller,Paper Glider,Sunshine Airport
2017-04-28,"1'54""481",vxlocity,,<1,-,-,-,-,-,-,-,-,-,Bone Dry Dunes
2017-04-28,"1'53""787",vxlocity,,<1,-,-,-,-,-,-,-,-,-,Bone Dry Dunes
2017-04-28,"1'53""467",vxlocity,,1,38.689,37.522,37.256,9-1-0,1-1-1,Bowser,Streetle,Slim,Super Glider,Bone Dry Dunes
2017-04-29,"1'53""111",vxlocity,,<1,38.707,37.310,37.094,9-1-0,1-1-1,Dry Bowser,Streetle,Slim,Wario Wing,Bone Dry Dunes
2017-04-29,"1'52""928",Danny,,<1,38.704,37.252,36.972,9-1-0,1-1-1,Dry Bowser,Streetle,Azure Roller,Plane Glider,Bone Dry Dunes
2017-04-29,"1'52""779",vxlocity,,1,-,-,-,-,-,-,-,-,-,Bone Dry Dunes
2017-04-30,"1'52""603",vxlocity,,<1,38.558,37.176,36.869,9-1-0,1-1-1,Wario,Streetle,Roller,Super Glider,Bone Dry Dunes
2017-04-30,"1'52""509",Origin,,1,38.497,37.039,36.973,9-1-0,1-1-1,Morton,Streetle,Roller,Paper Glider,Bone Dry Dunes
2017-05-01,"1'52""479",Origin,,<1,38.540,37.134,36.805,9-1-0,1-1-1,Morton,Streetle,Roller,Plane Glider,Bone Dry Dunes
2017-05-01,"1'52""407",Origin,,<1,38.476,36.914,37.017,9-1-0,1-1-1,Morton,Streetle,Roller,Plane Glider,Bone Dry Dunes
2017-05-01,"1'52""346",Origin,,<1,38.487,37.015,36.844,9-1-0,1-1-1,Dry Bowser,Streetle,Roller,Super Glider,Bone Dry Dunes
2017-05-01,"1'52""337",Kamek,,<1,38.634,36.942,36.761,9-1-0,1-1-1,Dry Bowser,Streetle,Roller,Super Glider,Bone Dry Dunes
2017-05-01,"1'52""236",Origin,,<1,38.434,36.948,36.854,9-1-0,1-1-1,Morton,Streetle,Roller,Super Glider,Bone Dry Dunes
2017-05-01,"1'52""197",Origin,,<1,38.481,36.899,36.817,9-1-0,1-1-1,Dry Bowser,Streetle,Roller,Super Glider,Bone Dry Dunes
2017-05-01,"1'52""037",Kamek,,5,38.363,36.858,36.816,9-1-0,1-1-1,Dry Bowser,Streetle,Roller,Super Glider,Bone Dry Dunes
2017-05-06,"1'52""001",X treme,,<1,38.401,36.789,36.811,9-1-0,1-1-1,Wario,Pipe Frame,Azure Roller,Paper Glider,Bone Dry Dunes
2017-05-06,"1'51""947",X treme,,6,38.246,36.848,36.853,9-1-0,1-1-1,Wario,Pipe Frame,Azure Roller,Paper Glider,Bone Dry Dunes
2017-05-12,"1'51""886",となりん,,<1,38.305,36.844,36.737,9-1-0,1-1-1,Wario,Sports Coupe,Leaf Tires,Paper Glider,Bone Dry Dunes
2017-05-12,"1'51""829",となりん,,4,38.234,36.848,36.747,9-1-0,1-1-1,Wario,Sports Coupe,Leaf Tires,Paper Glider,Bone Dry Dunes
2017-05-16,"1'51""768",Seboss,,2,38.397,36.823,36.548,9-1-0,1-1-1,Wario,Sports Coupe,Leaf Tires,Paper Glider,Bone Dry Dunes
2017-05-18,"1'51""761",Pyrax,,<1,38.287,36.679,36.795,9-1-0,1-1-1,Dry Bowser,Sports Coupe,Leaf Tires,Paper Glider,Bone Dry Dunes
2017-05-18,"1'51""571",Pyrax,,<1,38.283,36.798,36.490,9-1-0,1-1-1,Dry Bowser,Sports Coupe,Leaf Tires,Paper Glider,Bone Dry Dunes
2017-05-18,"1'51""567",Pyrax,,<1,38.333,36.653,36.581,9-1-0,1-1-1,Dry Bowser,Sports Coupe,Leaf Tires,Paper Glider,Bone Dry Dunes
2017-05-18,"1'51""508",Pyrax,,<1,38.246,36.711,36.551,9-1-0,1-1-1,Dry Bowser,Sports Coupe,Leaf Tires,Paper Glider,Bone Dry Dunes
2017-05-18,"1'51""349",Kamek,,36,38.106,36.714,36.529,9-1-0,1-1-1,Dry Bowser,Sports Coupe,Leaf Tires,Super Glider,Bone Dry Dunes
